YEAR,MO,DY,HR,QV2M,RH2M,PRECTOTCORR
2018,10,18,6,9.22,85.12,0
2018,10,18,7,9.22,75.31,0
2018,10,18,8,9.34,63.06,0
2018,10,18,9,9.4,51.94,0
2018,10,18,10,9.22,44.56,0
2018,10,18,11,9.03,41.06,0
2018,10,18,12,8.97,40.12,0
2018,10,18,13,8.97,40.31,0
2018,10,18,14,8.97,41.62,0
2018,10,18,15,9.03,43.5,0
2018,10,18,16,9.22,47.25,0
2018,10,18,17,9.77,59.69,0
2018,10,18,18,9.52,64.81,0
2018,10,18,19,9.52,68.19,0
2018,10,18,20,9.46,70.69,0
2018,10,18,21,9.46,72.88,0
2018,10,18,22,9.46,75.38,0
2018,10,18,23,9.52,77.81,0
2018,10,19,0,9.52,80.06,0
2018,10,19,1,9.58,82.38,0
2018,10,19,2,9.52,84.06,0
2018,10,19,3,9.46,85.25,0
2018,10,19,4,9.4,86.12,0
2018,10,19,5,9.28,86.38,0
2018,10,19,6,9.16,86.25,0
2018,10,19,7,9.09,77.06,0
2018,10,19,8,9.09,63.81,0
2018,10,19,9,9.09,50.88,0
2018,10,19,10,8.85,43.44,0
2018,10,19,11,8.67,39.06,0
2018,10,19,12,8.48,36.38,0
2018,10,19,13,8.36,35.25,0
2018,10,19,14,8.36,35.56,0
2018,10,19,15,8.36,37.31,0
2018,10,19,16,8.54,41.88,0
2018,10,19,17,9.22,55.62,0
2018,10,19,18,9.09,61.88,0
2018,10,19,19,9.09,66,0
2018,10,19,20,9.22,70.19,0
2018,10,19,21,9.28,73.25,0
2018,10,19,22,9.34,75.38,0
2018,10,19,23,9.34,77.88,0
2018,10,20,0,9.28,79.75,0
2018,10,20,1,9.28,81.19,0
2018,10,20,2,9.28,83.44,0
2018,10,20,3,9.28,87.31,0
2018,10,20,4,9.34,90.38,0
2018,10,20,5,9.4,93,0
2018,10,20,6,9.4,95.69,0
2018,10,20,7,9.4,87.69,0
2018,10,20,8,9.46,73.38,0
2018,10,20,9,9.16,56.69,0
2018,10,20,10,8.54,46.06,0
2018,10,20,11,8,39.88,0
2018,10,20,12,7.57,35.88,0
2018,10,20,13,7.26,33.56,0
2018,10,20,14,7.08,32.94,0
2018,10,20,15,7.14,34.44,0
2018,10,20,16,7.39,38.75,0
2018,10,20,17,8.12,53.31,0
2018,10,20,18,8.24,60.81,0
2018,10,20,19,8.42,66.69,0
2018,10,20,20,8.54,72.81,0
2018,10,20,21,8.67,78.19,0
2018,10,20,22,8.73,83.06,0
2018,10,20,23,8.79,87.06,0
2018,10,21,0,8.79,90.5,0
2018,10,21,1,8.85,93.88,0
2018,10,21,2,8.85,97.38,0.01
2018,10,21,3,8.85,100,0.01
2018,10,21,4,8.85,100,0.02
2018,10,21,5,8.79,100,0.02
2018,10,21,6,8.67,100,0.02
2018,10,21,7,8.73,93.62,0.01
2018,10,21,8,8.79,79.81,0
2018,10,21,9,8.12,61.5,0.01
2018,10,21,10,7.57,49.69,0
2018,10,21,11,7.26,43.56,0
2018,10,21,12,7.08,40.38,0
2018,10,21,13,6.96,38.19,0
2018,10,21,14,6.84,38,0
2018,10,21,15,6.84,39,0
2018,10,21,16,6.96,42.75,0
2018,10,21,17,7.32,54.44,0
2018,10,21,18,7.45,61.62,0
2018,10,21,19,7.63,66.88,0
2018,10,21,20,7.81,72.56,0
2018,10,21,21,7.93,77.19,0
2018,10,21,22,8,81.06,0
2018,10,21,23,8,85.25,0
2018,10,22,0,8.06,88.44,0
2018,10,22,1,8.06,90.94,0
2018,10,22,2,8,93.06,0
2018,10,22,3,7.93,94.44,0
2018,10,22,4,7.87,95.06,0
2018,10,22,5,7.81,93.94,0
2018,10,22,6,7.69,92.25,0
2018,10,22,7,7.63,84,0
2018,10,22,8,7.51,72.19,0
2018,10,22,9,7.32,58.12,0
2018,10,22,10,7.14,45.62,0
2018,10,22,11,7.2,39.44,0
2018,10,22,12,7.2,36.75,0
2018,10,22,13,7.08,34.75,0
2018,10,22,14,6.84,33.56,0
2018,10,22,15,6.65,34.06,0
2018,10,22,16,7.08,39.75,0
2018,10,22,17,7.69,54.62,0
2018,10,22,18,7.45,58.38,0
2018,10,22,19,7.45,61.38,0
2018,10,22,20,7.57,64.62,0
2018,10,22,21,7.57,67.81,0
2018,10,22,22,7.51,70.38,0
2018,10,22,23,7.45,71.44,0
2018,10,23,0,7.32,69.69,0
2018,10,23,1,7.2,67.25,0
2018,10,23,2,7.08,64.88,0
2018,10,23,3,6.96,65.44,0.01
2018,10,23,4,6.84,66.88,0.02
2018,10,23,5,6.84,69.12,0.03
2018,10,23,6,6.9,70.69,0.03
2018,10,23,7,7.39,69,0.03
2018,10,23,8,7.57,61.62,0.02
2018,10,23,9,7.57,52,0.02
2018,10,23,10,7.32,42.62,0.09
2018,10,23,11,7.45,40.44,0.14
2018,10,23,12,7.69,41.06,0.09
2018,10,23,13,8,43.56,0.04
2018,10,23,14,8.12,45.5,0.02
2018,10,23,15,8.12,46.25,0.01
2018,10,23,16,8.48,50.75,0
2018,10,23,17,8.79,61.69,0
2018,10,23,18,8.54,67.62,0
2018,10,23,19,8.73,73.5,0
2018,10,23,20,8.85,78.06,0
2018,10,23,21,8.97,81.56,0
2018,10,23,22,9.03,84.5,0
2018,10,23,23,9.09,86.38,0.01
2018,10,24,0,9.16,87.44,0.01
2018,10,24,1,9.16,87.62,0.01
2018,10,24,2,9.16,87.94,0
2018,10,24,3,9.09,89.69,0
2018,10,24,4,9.03,92.44,0
2018,10,24,5,8.97,93.81,0
2018,10,24,6,8.97,94.5,0
2018,10,24,7,9.16,85.56,0
2018,10,24,8,9.28,71.38,0
2018,10,24,9,8.67,53.06,0
2018,10,24,10,8.3,44.12,0
2018,10,24,11,8.24,40.62,0
2018,10,24,12,8.18,39,0
2018,10,24,13,8.18,39,0.01
2018,10,24,14,8.18,40.38,0.02
2018,10,24,15,8.24,43.62,0.03
2018,10,24,16,8.42,48.94,0.03
2018,10,24,17,8.91,60.44,0.02
2018,10,24,18,9.03,66.12,0.02
2018,10,24,19,9.16,70.62,0.02
2018,10,24,20,9.34,75.69,0.12
2018,10,24,21,9.46,81.06,0.17
2018,10,24,22,9.52,85.25,0.14
2018,10,24,23,9.34,92.12,0.06
2018,10,25,0,9.22,94,0.06
2018,10,25,1,9.03,97.25,0.35
2018,10,25,2,8.97,99.31,1.61
2018,10,25,3,8.97,97.56,2.51
2018,10,25,4,7.81,87.62,0.9
2018,10,25,5,6.1,80.44,0.33
2018,10,25,6,5.62,78.56,0.09
2018,10,25,7,5.37,74.25,0.01
2018,10,25,8,4.7,62.44,0.01
2018,10,25,9,4.09,50.75,0.01
2018,10,25,10,3.72,44.31,0.01
2018,10,25,11,3.48,39.81,0.01
2018,10,25,12,3.3,36.5,0.01
2018,10,25,13,3.11,33.62,0
2018,10,25,14,2.99,31.81,0
2018,10,25,15,2.81,30.5,0
2018,10,25,16,2.69,30.31,0
2018,10,25,17,2.99,39.94,0
2018,10,25,18,3.3,50.69,0
2018,10,25,19,3.36,54.38,0
2018,10,25,20,3.36,54.94,0
2018,10,25,21,3.36,54.75,0
2018,10,25,22,3.36,55.12,0
2018,10,25,23,3.3,54.44,0
2018,10,26,0,3.23,53.81,0
2018,10,26,1,3.23,54.5,0
2018,10,26,2,3.23,56.5,0
2018,10,26,3,3.23,58,0
2018,10,26,4,3.23,59.81,0
2018,10,26,5,3.17,60.31,0
2018,10,26,6,3.11,60.94,0
2018,10,26,7,3.36,58.62,0
2018,10,26,8,3.23,44.69,0
2018,10,26,9,3.36,35.69,0
2018,10,26,10,3.54,32.44,0
2018,10,26,11,3.66,30.62,0
2018,10,26,12,3.78,29.44,0
2018,10,26,13,3.91,29,0
2018,10,26,14,4.03,29.38,0
2018,10,26,15,4.09,30.75,0
2018,10,26,16,4.58,37.44,0
2018,10,26,17,4.76,46,0
2018,10,26,18,4.52,45.25,0
2018,10,26,19,4.52,46.38,0
2018,10,26,20,4.46,46.56,0
2018,10,26,21,4.39,48.88,0
2018,10,26,22,4.33,52.94,0
2018,10,26,23,4.21,55.12,0
2018,10,27,0,4.09,57.25,0
2018,10,27,1,4.03,59.38,0
2018,10,27,2,3.97,61.38,0
2018,10,27,3,3.91,63.5,0
2018,10,27,4,3.91,65.94,0
2018,10,27,5,3.91,68.56,0
2018,10,27,6,3.91,70.88,0
2018,10,27,7,4.03,62.62,0
2018,10,27,8,4.03,48.94,0
2018,10,27,9,4.09,37.88,0
2018,10,27,10,3.72,26,0
2018,10,27,11,3.66,22.38,0
2018,10,27,12,3.6,20.31,0
2018,10,27,13,3.54,19.19,0
2018,10,27,14,3.48,18.81,0
2018,10,27,15,3.48,19.69,0
2018,10,27,16,4.94,32.75,0
2018,10,27,17,4.76,40.5,0
2018,10,27,18,4.46,40.62,0
2018,10,27,19,4.46,43.12,0
2018,10,27,20,4.52,46.88,0
2018,10,27,21,4.58,50.12,0
2018,10,27,22,4.7,54.06,0
2018,10,27,23,4.82,58.12,0
2018,10,28,0,4.94,62.12,0
2018,10,28,1,5.13,67.19,0
2018,10,28,2,5.43,73.44,0
2018,10,28,3,5.8,80.19,0
2018,10,28,4,6.1,85.62,0
2018,10,28,5,6.29,89.88,0
2018,10,28,6,6.41,93.75,0
2018,10,28,7,6.59,82.81,0
2018,10,28,8,6.77,66.5,0
2018,10,28,9,7.69,59.25,0
2018,10,28,10,7.93,52.38,0
2018,10,28,11,7.75,46.06,0
2018,10,28,12,7.45,41.19,0
2018,10,28,13,7.26,38.19,0
2018,10,28,14,7.08,37,0
2018,10,28,15,7.08,37.81,0
2018,10,28,16,7.87,46.69,0
2018,10,28,17,7.63,56.69,0
2018,10,28,18,7.63,63.12,0
2018,10,28,19,8,71.06,0
2018,10,28,20,8.36,77.94,0
2018,10,28,21,8.73,82.81,0
2018,10,28,22,8.91,85.31,0
2018,10,28,23,9.03,90.38,0
2018,10,29,0,8.97,94.5,0
2018,10,29,1,8.79,96.94,0
2018,10,29,2,8.61,96.25,0
2018,10,29,3,8.42,95.44,0
2018,10,29,4,8.24,95.19,0
2018,10,29,5,8,96.62,0
2018,10,29,6,7.75,98.62,0
2018,10,29,7,7.57,86.69,0
2018,10,29,8,7.39,67.44,0
2018,10,29,9,8.12,60,0
2018,10,29,10,7.87,50.12,0
2018,10,29,11,7.2,40.94,0
2018,10,29,12,6.65,34.62,0
2018,10,29,13,6.23,30.75,0
2018,10,29,14,5.98,29.06,0
2018,10,29,15,5.92,29.75,0
2018,10,29,16,7.14,41.88,0
2018,10,29,17,7.2,56.5,0
2018,10,29,18,7.39,65.44,0
2018,10,29,19,7.87,73.12,0
2018,10,29,20,8.24,77.44,0
2018,10,29,21,8.42,79.75,0
2018,10,29,22,8.48,82.75,0
2018,10,29,23,8.42,87.88,0
2018,10,30,0,8.24,89.88,0
2018,10,30,1,8.06,90.12,0
2018,10,30,2,7.81,88.62,0
2018,10,30,3,7.51,86,0
2018,10,30,4,7.02,80.5,0
2018,10,30,5,6.41,72.56,0
2018,10,30,6,5.8,65.81,0
2018,10,30,7,5.55,61.19,0
2018,10,30,8,5.07,45.81,0
2018,10,30,9,5,38.62,0
2018,10,30,10,5.07,30.88,0
2018,10,30,11,4.64,24.56,0
2018,10,30,12,4.27,20.44,0
2018,10,30,13,3.91,17.56,0
2018,10,30,14,3.85,17.56,0
2018,10,30,15,4.39,22.19,0
2018,10,30,16,6.35,39.69,0
2018,10,30,17,6.59,51.62,0
2018,10,30,18,6.53,53.19,0
2018,10,30,19,6.47,52.88,0
2018,10,30,20,6.35,53.19,0
2018,10,30,21,6.16,53.06,0
2018,10,30,22,5.98,54.5,0
2018,10,30,23,5.86,56.44,0
2018,10,31,0,5.62,55.62,0
2018,10,31,1,5.31,54,0
2018,10,31,2,5,52.75,0
2018,10,31,3,4.76,51.5,0
2018,10,31,4,4.58,49.38,0
2018,10,31,5,4.46,47.25,0
2018,10,31,6,4.27,44.44,0
2018,10,31,7,4.39,44.31,0
2018,10,31,8,5.25,47.38,0
2018,10,31,9,4.03,32.12,0
2018,10,31,10,3.97,26.81,0
2018,10,31,11,4.09,22.94,0
2018,10,31,12,4.52,22.81,0
2018,10,31,13,5.37,26.12,0
2018,10,31,14,6.16,30.06,0
2018,10,31,15,7.39,38.62,0
2018,10,31,16,8.36,50.12,0
2018,10,31,17,7.93,52.5,0
2018,10,31,18,7.81,55.38,0
2018,10,31,19,7.63,57.12,0
2018,10,31,20,7.45,58.25,0
2018,10,31,21,7.2,58.44,0
2018,10,31,22,6.9,57.94,0
2018,10,31,23,6.65,57.06,0
2018,11,1,0,6.35,56.81,0
2018,11,1,1,5.98,56.19,0
2018,11,1,2,5.49,53.62,0
2018,11,1,3,5.07,50.94,0
2018,11,1,4,4.82,49.5,0
2018,11,1,5,4.64,49.31,0
2018,11,1,6,4.46,49.25,0
2018,11,1,7,4.39,44.56,0
2018,11,1,8,3.97,31.75,0
2018,11,1,9,4.09,27.62,0
2018,11,1,10,3.97,20.75,0
2018,11,1,11,3.66,16,0
2018,11,1,12,3.66,14.5,0
2018,11,1,13,3.66,14.06,0
2018,11,1,14,3.78,14.44,0
2018,11,1,15,4.33,17.19,0
2018,11,1,16,7.26,35.19,0
2018,11,1,17,6.16,38.19,0
2018,11,1,18,6.1,43.75,0
2018,11,1,19,6.16,48.75,0
2018,11,1,20,6.16,52.31,0
2018,11,1,21,5.98,53.81,0
2018,11,1,22,5.68,53.12,0
2018,11,1,23,5.31,50.94,0
2018,11,2,0,5,49.94,0
2018,11,2,1,4.76,50.12,0
2018,11,2,2,4.64,50.94,0
2018,11,2,3,4.52,52,0
2018,11,2,4,4.46,53.12,0
2018,11,2,5,4.33,54,0
2018,11,2,6,4.27,54.62,0
2018,11,2,7,4.27,50.25,0
2018,11,2,8,4.15,38.56,0
2018,11,2,9,4.33,32.44,0
2018,11,2,10,3.97,22.5,0
2018,11,2,11,3.6,17.12,0
2018,11,2,12,3.54,15.12,0
2018,11,2,13,3.54,14.38,0
2018,11,2,14,3.6,14.5,0
2018,11,2,15,4.09,17.06,0
2018,11,2,16,6.71,33.38,0
2018,11,2,17,5.13,31.44,0
2018,11,2,18,5.25,36.5,0
2018,11,2,19,5.37,40.88,0
2018,11,2,20,5.43,44.94,0
2018,11,2,21,5.43,48.69,0
2018,11,2,22,5.31,50.69,0
2018,11,2,23,5.19,51.88,0
2018,11,3,0,5,53.44,0
2018,11,3,1,4.88,55.06,0
2018,11,3,2,4.76,56.44,0
2018,11,3,3,4.7,57.44,0
2018,11,3,4,4.58,58.31,0
2018,11,3,5,4.58,59.31,0
2018,11,3,6,4.58,60.5,0
2018,11,3,7,4.7,56.94,0
2018,11,3,8,4.88,46.12,0
2018,11,3,9,5.19,39.88,0
2018,11,3,10,5,29.5,0
2018,11,3,11,4.58,22.25,0
2018,11,3,12,4.46,19.81,0
2018,11,3,13,4.27,18.5,0
2018,11,3,14,4.09,17.81,0
2018,11,3,15,4.03,18.5,0
2018,11,3,16,5.98,34,0
2018,11,3,17,5.13,39.12,0
2018,11,3,18,4.88,41.69,0
2018,11,3,19,4.82,45,0
2018,11,3,20,4.82,48.25,0
2018,11,3,21,4.64,49.5,0
2018,11,3,22,4.46,51,0
2018,11,3,23,4.33,52.81,0
2018,11,4,0,4.21,54.69,0
2018,11,4,1,4.15,56.5,0
2018,11,4,2,4.15,58.38,0
2018,11,4,3,4.15,60.25,0
2018,11,4,4,4.15,61.81,0
2018,11,4,5,4.15,62.75,0
2018,11,4,6,4.09,63.25,0
2018,11,4,7,4.09,58.06,0
2018,11,4,8,4.21,47.88,0
2018,11,4,9,4.58,41.12,0
2018,11,4,10,4.52,31.31,0
2018,11,4,11,4.09,24.12,0
2018,11,4,12,3.91,21.19,0
2018,11,4,13,3.97,20.44,0
2018,11,4,14,4.09,20.88,0
2018,11,4,15,4.27,22.56,0
2018,11,4,16,5.98,36.44,0
2018,11,4,17,4.82,33.56,0
2018,11,4,18,4.7,36.06,0
2018,11,4,19,4.64,38.06,0
2018,11,4,20,4.58,40.94,0
2018,11,4,21,4.58,43.94,0
2018,11,4,22,4.52,47.12,0
2018,11,4,23,4.58,50.5,0
2018,11,5,0,4.64,53.94,0
2018,11,5,1,4.64,57.19,0
2018,11,5,2,4.76,60.38,0
2018,11,5,3,4.82,63.12,0
2018,11,5,4,4.88,65.81,0
2018,11,5,5,4.94,68.38,0
2018,11,5,6,4.94,70.56,0
2018,11,5,7,5.07,65.56,0
2018,11,5,8,5.13,51.56,0
2018,11,5,9,5.31,43.19,0
2018,11,5,10,5.25,32.38,0
2018,11,5,11,5.13,27.88,0
2018,11,5,12,5.07,25.69,0
2018,11,5,13,4.88,24.19,0
2018,11,5,14,4.82,23.62,0
2018,11,5,15,4.82,24.62,0
2018,11,5,16,6.16,38.06,0
2018,11,5,17,5.92,48.62,0
2018,11,5,18,5.98,54.69,0
2018,11,5,19,6.16,60.62,0
2018,11,5,20,6.23,65.69,0
2018,11,5,21,6.16,69.06,0
2018,11,5,22,5.86,68.75,0
2018,11,5,23,5.49,67.56,0
2018,11,6,0,5.25,67.5,0
2018,11,6,1,5.07,68.38,0
2018,11,6,2,5,70.5,0
2018,11,6,3,5.13,74.56,0
2018,11,6,4,5.19,78.88,0
2018,11,6,5,5.25,82.62,0
2018,11,6,6,5.31,85.69,0
2018,11,6,7,5.37,79.12,0
2018,11,6,8,5.37,63.56,0
2018,11,6,9,5.37,50.38,0
2018,11,6,10,4.7,32.81,0
2018,11,6,11,3.97,22.75,0
2018,11,6,12,3.91,20.62,0
2018,11,6,13,3.97,20.31,0
2018,11,6,14,4.03,20.75,0
2018,11,6,15,4.21,22.38,0
2018,11,6,16,5.8,37.5,0
2018,11,6,17,5.62,47.62,0
2018,11,6,18,5.98,56.5,0
2018,11,6,19,6.71,68.19,0
2018,11,6,20,7.2,79,0
2018,11,6,21,7.51,86.5,0
2018,11,6,22,7.45,88.25,0
2018,11,6,23,7.02,84.5,0
2018,11,7,0,6.47,78.88,0
2018,11,7,1,6.04,75.19,0
2018,11,7,2,5.8,74.19,0
2018,11,7,3,5.74,75.31,0
2018,11,7,4,5.68,77.31,0
2018,11,7,5,5.68,79.69,0
2018,11,7,6,5.68,82,0
2018,11,7,7,5.68,76,0
2018,11,7,8,5.74,61.06,0
2018,11,7,9,5.8,48.69,0
2018,11,7,10,5.62,36.25,0
2018,11,7,11,5.55,31.44,0
2018,11,7,12,5.49,29.12,0
2018,11,7,13,5.43,28.06,0
2018,11,7,14,5.37,28,0
2018,11,7,15,5.43,29.44,0
2018,11,7,16,6.71,43.38,0
2018,11,7,17,6.29,51.56,0
2018,11,7,18,6.29,56.5,0
2018,11,7,19,6.47,62.25,0
2018,11,7,20,6.77,69.06,0
2018,11,7,21,6.96,75.06,0
2018,11,7,22,7.02,79.69,0
2018,11,7,23,7.02,82.06,0
2018,11,8,0,6.9,82.62,0
2018,11,8,1,6.84,82.44,0
2018,11,8,2,6.71,82.5,0
2018,11,8,3,6.65,82.31,0
2018,11,8,4,6.59,82.5,0
2018,11,8,5,6.53,83.62,0
2018,11,8,6,6.53,84.94,0
2018,11,8,7,6.47,83,0
2018,11,8,8,6.53,68,0
2018,11,8,9,6.96,58.5,0
2018,11,8,10,7.14,50.94,0
2018,11,8,11,7.14,46.06,0
2018,11,8,12,7.08,43.12,0
2018,11,8,13,6.96,41.69,0
2018,11,8,14,6.9,42.06,0
2018,11,8,15,6.84,44.12,0
2018,11,8,16,7.14,52.94,0
2018,11,8,17,7.02,65.44,0
2018,11,8,18,7.08,71.88,0
2018,11,8,19,7.14,76.5,0
2018,11,8,20,7.14,78.38,0
2018,11,8,21,7.08,80.19,0
2018,11,8,22,7.02,83.69,0
2018,11,8,23,7.08,87.31,0
2018,11,9,0,7.02,90.44,0
2018,11,9,1,7.02,93.06,0
2018,11,9,2,6.96,94.75,0
2018,11,9,3,6.84,95.81,0
2018,11,9,4,6.77,96.81,0
2018,11,9,5,6.65,97.62,0
2018,11,9,6,6.59,98.38,0
2018,11,9,7,6.47,91.62,0
2018,11,9,8,6.41,74.12,0
2018,11,9,9,6.23,58.19,0
2018,11,9,10,6.04,44.12,0
2018,11,9,11,6.04,38.5,0
2018,11,9,12,5.98,35.75,0
2018,11,9,13,5.92,34.5,0
2018,11,9,14,5.86,34.38,0
2018,11,9,15,5.86,35.88,0
2018,11,9,16,6.71,47.94,0
2018,11,9,17,6.41,56.5,0
2018,11,9,18,6.41,61.44,0
2018,11,9,19,6.59,68.75,0
2018,11,9,20,6.84,76.31,0
2018,11,9,21,6.96,82.38,0
2018,11,9,22,6.96,86.5,0
2018,11,9,23,6.9,88,0
2018,11,10,0,6.71,87.69,0
2018,11,10,1,6.47,86.56,0
2018,11,10,2,6.23,84.75,0
2018,11,10,3,5.92,82.5,0
2018,11,10,4,5.62,80.25,0
2018,11,10,5,5.37,78.75,0
2018,11,10,6,5.13,78,0
2018,11,10,7,4.94,72.06,0
2018,11,10,8,4.88,57.31,0
2018,11,10,9,5,47.25,0
2018,11,10,10,5.31,39.31,0
2018,11,10,11,5.55,36.44,0
2018,11,10,12,5.62,34.19,0
2018,11,10,13,5.55,32.81,0
2018,11,10,14,5.49,32.69,0
2018,11,10,15,5.43,33.94,0
2018,11,10,16,6.35,46.5,0
2018,11,10,17,5.92,53.69,0
2018,11,10,18,5.8,55.75,0
2018,11,10,19,5.68,57.12,0
2018,11,10,20,5.68,59.06,0
2018,11,10,21,5.62,61.19,0
2018,11,10,22,5.62,63.81,0
2018,11,10,23,5.55,66.06,0
2018,11,11,0,5.62,67.88,0
2018,11,11,1,5.55,69.44,0
2018,11,11,2,5.55,70.75,0
2018,11,11,3,5.49,71.94,0
2018,11,11,4,5.43,73.12,0
2018,11,11,5,5.31,74.56,0
2018,11,11,6,5.19,76.25,0
2018,11,11,7,5.07,73.19,0
2018,11,11,8,5.07,57.25,0
2018,11,11,9,5.25,48.94,0
2018,11,11,10,5.55,40.12,0
2018,11,11,11,5.43,35.31,0
2018,11,11,12,5.25,32.44,0
2018,11,11,13,5.07,30.69,0
2018,11,11,14,4.88,30,0
2018,11,11,15,4.82,30.94,0
2018,11,11,16,5.8,44.31,0
2018,11,11,17,5.31,50.81,0
2018,11,11,18,5.19,53.44,0
2018,11,11,19,5.13,56.56,0
2018,11,11,20,5.19,61.38,0
2018,11,11,21,5.49,68.38,0
2018,11,11,22,5.74,75.5,0
2018,11,11,23,5.92,80.19,0
2018,11,12,0,5.98,82.75,0
2018,11,12,1,5.98,84.19,0
2018,11,12,2,5.92,84.75,0
2018,11,12,3,5.74,84.25,0
2018,11,12,4,5.55,82.81,0
2018,11,12,5,5.25,81.06,0
2018,11,12,6,5,79,0
2018,11,12,7,4.7,73.06,0
2018,11,12,8,4.64,55.69,0
2018,11,12,9,4.64,45.5,0
2018,11,12,10,4.76,37.38,0
2018,11,12,11,4.76,32.19,0
2018,11,12,12,4.64,29.12,0
2018,11,12,13,4.52,27.62,0
2018,11,12,14,4.46,27.5,0
2018,11,12,15,4.46,29,0
2018,11,12,16,5.31,42.12,0
2018,11,12,17,5.13,52.5,0
2018,11,12,18,5.25,57.88,0
2018,11,12,19,5.62,66.12,0
2018,11,12,20,5.92,75.19,0
2018,11,12,21,6.1,82.5,0
2018,11,12,22,6.16,87.69,0
2018,11,12,23,6.1,91.31,0
2018,11,13,0,6.1,93.81,0
2018,11,13,1,6.04,95.94,0
2018,11,13,2,6.04,97.88,0
2018,11,13,3,5.98,99.81,0
2018,11,13,4,5.98,100,0
2018,11,13,5,5.92,100,0
2018,11,13,6,5.8,100,0
2018,11,13,7,5.74,98.81,0
2018,11,13,8,5.68,80.12,0
2018,11,13,9,5.37,61.31,0
2018,11,13,10,5.07,48,0
2018,11,13,11,4.82,39.19,0
2018,11,13,12,4.58,33.88,0
2018,11,13,13,4.39,30.81,0
2018,11,13,14,4.27,29.5,0
2018,11,13,15,4.27,30.31,0
2018,11,13,16,4.46,36.38,0
2018,11,13,17,4.64,46.75,0
2018,11,13,18,4.88,54.31,0
2018,11,13,19,5.07,62.25,0
2018,11,13,20,5.25,69.38,0
2018,11,13,21,5.31,74.56,0
2018,11,13,22,5.31,79.06,0
2018,11,13,23,5.31,83.25,0
2018,11,14,0,5.25,86.75,0
2018,11,14,1,5.25,89.5,0
2018,11,14,2,5.19,92.25,0
2018,11,14,3,5.25,95.25,0
2018,11,14,4,5.25,98.31,0
2018,11,14,5,5.25,100,0
2018,11,14,6,5.25,100,0
2018,11,14,7,5.19,99.31,0
2018,11,14,8,5,78.94,0
2018,11,14,9,4.58,59.56,0
2018,11,14,10,4.21,45.5,0
2018,11,14,11,3.85,36.12,0
2018,11,14,12,3.54,30.19,0
2018,11,14,13,3.36,26.94,0
2018,11,14,14,3.36,26.19,0
2018,11,14,15,3.42,28.19,0
2018,11,14,16,3.72,36.06,0
2018,11,14,17,4.09,51.44,0
2018,11,14,18,4.27,57.94,0
2018,11,14,19,4.52,65.44,0
2018,11,14,20,4.76,72.75,0
2018,11,14,21,4.88,77.88,0
2018,11,14,22,5,82.62,0
2018,11,14,23,5,88.44,0
2018,11,15,0,5,93.38,0
2018,11,15,1,5,97.06,0
2018,11,15,2,4.94,99.88,0
2018,11,15,3,4.88,100,0
2018,11,15,4,4.88,100,0
2018,11,15,5,4.82,98.44,0
2018,11,15,6,4.76,100,0
2018,11,15,7,4.64,97.44,0
2018,11,15,8,4.46,73.5,0
2018,11,15,9,4.09,54.81,0
2018,11,15,10,3.91,44.12,0
2018,11,15,11,3.85,38.69,0
2018,11,15,12,3.91,36.31,0.01
2018,11,15,13,4.09,37.69,0.02
2018,11,15,14,4.52,43.19,0.02
2018,11,15,15,4.82,51.12,0.02
2018,11,15,16,4.94,60.19,0.01
2018,11,15,17,4.94,71,0.01
2018,11,15,18,5,79.19,0.01
2018,11,15,19,5.07,84.69,0.01
2018,11,15,20,5.19,87.62,0.02
2018,11,15,21,5.25,90,0.02
2018,11,15,22,5.31,90.94,0.02
2018,11,15,23,5.25,92.75,0.02
2018,11,16,0,5.19,95.69,0.02
2018,11,16,1,5.19,97.56,0.02
2018,11,16,2,5.13,99.94,0.01
2018,11,16,3,5.13,100,0.01
2018,11,16,4,5.13,100,0.01
2018,11,16,5,5.13,100,0.01
2018,11,16,6,5.07,100,0.01
2018,11,16,7,5.13,100,0.01
2018,11,16,8,5.43,87.38,0.01
2018,11,16,9,5.43,75.62,0.01
2018,11,16,10,5.19,63.38,0.01
2018,11,16,11,4.88,53.44,0.01
2018,11,16,12,4.64,47.31,0.01
2018,11,16,13,4.46,43.44,0.01
2018,11,16,14,4.27,41.88,0.01
2018,11,16,15,4.21,42.69,0.01
2018,11,16,16,4.33,50.62,0
2018,11,16,17,4.39,59.56,0
2018,11,16,18,4.52,62.06,0
2018,11,16,19,4.64,66.69,0
2018,11,16,20,4.76,71.5,0
2018,11,16,21,4.82,74.88,0
2018,11,16,22,4.82,77.88,0
2018,11,16,23,4.88,84.06,0
2018,11,17,0,4.88,87.94,0
2018,11,17,1,4.82,87.56,0
2018,11,17,2,4.76,83.81,0
2018,11,17,3,4.64,81.31,0
2018,11,17,4,4.46,79.06,0
2018,11,17,5,4.27,74.81,0.01
2018,11,17,6,4.27,73.81,0.06
2018,11,17,7,4.33,73.56,0.24
2018,11,17,8,4.52,71.94,0.55
2018,11,17,9,4.88,73.69,0.65
2018,11,17,10,5.31,75.94,0.58
2018,11,17,11,5.62,79.06,0.56
2018,11,17,12,5.74,80.94,0.69
2018,11,17,13,5.8,81,1.17
2018,11,17,14,5.86,81.5,1.68
2018,11,17,15,5.98,84.06,1.62
2018,11,17,16,6.04,88.31,0.83
2018,11,17,17,5.98,90.81,0.22
2018,11,17,18,5.92,91.31,0.09
